Comentarios,Clas
"Lamentablemente es ruidoso, demasiado pata mi gusto, me desperté dos veces en la madrugada. Las toallas están muy viejas necesitan cambio.",Negativos
El cuarto que menos otorgaron. Habían otros mucho más bonitos,Negativos
"Las sábanas estaban sucias, tratamos de usar el Jacuzzi y la recepcionista nos dijo que era con límite de tiempo y después de 10 minutos lo apagaron desde el primer piso. Aparte de eso nos tocó sacar el agua de Jacuzzi con un balde porque no sirve que se descargue solo.",Negativos
"Muy mal servicio. Nuestro cuarto estaba sucio, no nos ayudaron a encontrar parqueadero. El desayuno es muy simple. Las fotografías son engañosas. No lo recomiendo.",Negativos
"El aseo de las habitaciones es muy malo, tiene mal olor y las sábanas estaban todas sucios y pelos .",Negativos
"Que no hubo servicio de agua durante todo un día, que la llave del lava manos de la habitación 11 11 esta instalada de manera que se riega por todo el baño y siempre esta encharcado. El servicio de almuerzo es muy lento, es decir pedimos dos menú y primero sirvieron uno y a los 20 minutos el otro.",Negativos
"Las instalaciones demasiado viejas y descuidadas. Las camas incómodas, las habitaciones no dan ganas de estar en ellas. Pagué dos noches y sólo me quedé una. Preferimos perder esa noche y buscar otro hotel.",Negativos
"terrible el desorden en la recepción porque tenían un grupo muy grande del Cesar, esto hizo de los funcionarios personas nada amables se encontraban molestas uno entiende que están corriendo pero eso es asunto dl hotel que debe estar preparado en atención al cliente, filas interminables en desorden para la recepción y para utilizar los ascensores y ni hablar del peor momento: el desayuno, no es posible respuestas como no hay ya casi nada porque tuvimos un grupo muy grande de 500 por atender cuando estamos pagando lo mismo o más porque ellos es más barato por ser grupo, que no tengan contemplado un plan b para atender este tipo de situaciones y que los huéspedes vayamos inconformes sin desayuno y pagando por nada, en ese caso entonces deberían no ofertar las hab con el desayuno y deberían entrenar a sus funcionarios para responder a estas necesidades, si tenían un grupo era fácil planear la contingencia y es un tema de la capacidad instalada del hotel no debería tener consecuencias para los demás huéspedes. El sofá de la hab roto y mal presentado.",Negativos
El desayuno muy malo la verdad y el servicio en el restaurante malo,Negativos
"Bed bugs, I got bitten from the first night but thought they were mosquito bites. Then second night, I woke up at midnight itching and as I looked around, I found a couple of bed bugs. I even captured one as proof. I went to the reception area and there was just a security guy there and he tried to contact management but she didn't answer. I wanted to leave the hotel right away after sealing up all my belongings in a plastic bag (and it was 3:30am at that point) and finally found a hotel that had 24-hour reception. After spending all next morning laundering and disinfecting everything I owned, I messaged management and they told me they were surprised because they had just disinfected the room. This indicated to me that they had just had issues. They didn't want to refund me for the night as I was there almost the whole night (3:30am) and left voluntarily because ""I found the room not to my liking"" (right, it had bed bugs). After much back and forth, finally they agreed to refund that night as well as the next night which I had booked minus the credit card charges. They didn't really apologize nor offer anything for any of my inconveniences. Obviously would not ever go back to this hotel nor would I recommend it.",Negativos
"Hacia mucho calor en la habitación, el aire no servia. El aseo solo lo hacen en la mañana, no tienen aseadora disponible para el aseo de las habitaciones en las tardes, así sea fin de semana si quieres descansar en la mañana no es posible que limpien la habitación en la tarde. 
Algunos miembros del staff podrían ser más amables.
Los desayunos pueden mejorar, el caldo de pollo honestamente es el menos agradable que he probado.",Negativos
La cama sencilla mas pequeña de lo normal. Relación calidad precio. El desayuno muy normal.,Negativos
Había basura debajo de la cama y bastante polvo parecía que hace unos buenos días no movían los cosas para su aseo ya que encontré botellas y papel higiénico debajo e la cama y mesa de noche y hastabasura encima del closet.,Negativos
Pésimo todo! Me negaron la reserva. La habían vendido por otro lado. CERO RECOMENDADO ESTE HOTEL,Negativos
El baño olía mal y las habitaciones estaban muy pequeñas y mal arregladas sin muchas opciones,Negativos
Sencillamente por qu3 llegaba muy tarde no me guardaron la reserva. No recomendado. Jamas,Negativos
la tina traté de usarla y cuando la active salió un olor horrible!! el agua estaba estancada hace mucho tiempo,Negativos
"No tiene parqueadero, en su momento no contaba con datáfono, el pago fue muy incomodo.",Negativos
Llegamos tarde en la noche y la puerta de la habitación no cerraba,Negativos
"El aseo deja mucho que desear, pareciera que casi nunca arreglaran las habitaciones.",Negativos
"no dijeron o anunciaron que el servicio de desayuno era con horas estipuladas, por lo que se perdió dicho servicio ya teniéndolo pago, tampoco dieron algo compensatorio por ello.",Negativos
"En toda la estadia no hubo servicio de Television ,ni siquiera lo basico , la estufa tenia dañada las perillas no se sabe si esta en baja o alta o al menos para apagado ,toca conectar y desconectar puede llegar a ser un riesgo",Negativos
"El servicio de recepción fue fatal una persona que habla mal, no resuelve nada, no ayuda con ninguna solicitud pedimos servicio del recepcionista 
Responde de mala gana",Negativos
"Los del room service o los de la cocina son muy ventajosos. porque cobran doble propina. 
Debo agregar que tienen mucha confusión con las propinas. 
primero dicen que son voluntarias y no están incluidas en las cuentas.
Pero al final que se cerro la cuenta, me cobraron una propina, que según la Sra. de recepción.
no permitía dejar cerrar como tal el check out. 
cuando en realidad las propinas son voluntarias.
Cuando uno pide los desayunos por room service, olvidaron algunas cosas que se piden 
y aun asi las cobran 
por lo demás diría que las sabanas dela cama tenían un olor a guardado y dieron escozor al cubrirme con ellas
Resumen: No lo recomiendo, ni tampoco volvería. Deben organizarse más.",Negativos
"El servicio de recepción muy malo, muy desagradable la atención especialmente por parte de una chica que está ahí sin ganas de trabajar, tiene mala actitud, es displicente y un pésimo servicio al cliente. 
El hotel no es como es como se ve en fotos, tiene mucho desorden a nivel general, deben invertir en mantenimiento. Además, consideró que las habitaciones deben tener más ventilación, de mi parte tuve una de las peores.",Negativos
"Por mi profesión viajo mucho y la verdad, no se justifica semejante precio, por una habitación tan sencilla",Negativos
Se inundó mi habitación y se me mojaron varias cosas entre esas mi portátil el cual se dañó,Negativos
"La recepcionista que nos atendió no fue amable, muy antipática y con pocos modales.",Negativos
"Un hotel muy costoso para las instalaciones. Las chapas de las puertas están oxidadas y detrás de las puertas hay graves telarañas.
La atención al personal es pésima muy mala, cero servicio al cliente.",Negativos
poca privacidad …. me encontraba descansando en la mañana y de repente abrieron la puerta para hacer aseo a la habitación…. luego las personas que hacían el aseo comenzaron a hablar en todo el piso y sumado al ruido de los radios fue imposible seguir durmiendo y preferí hacer el check a las 10 am,Negativos
Las almohadas son muy incómodas y el personal hace mucho ruido en los pasillos.,Negativos
"Habitación:
-El piso donde nos alojaron estaba conectado a los ductos del parqueadero y era un olor muy desagradable que se sentía en el pasillo de nuestra habitación.
- Habitación muy oscura.

El servicio de restaurante fué malo:
-Casi no había meseros, cenamos el 31 de diciembre, realizaron el pedido incompleto y la calidad de la comida no fué lo esperado vs el precio.
-El 2 de enero adecuaron el desayuno en un salón de reuniones donde había poca ventilación, pocas mesas y pocas opciones de comida. Se notaba como la gente se sentía incómoda y mal atendida al igual que nosotros.

Servicios:
Reservamos piscina y en la habitación no había batas ni pantuflas, las solicitamos y nos informaron que estaban agotadas.

En conclusión el servicio fué muy regular, queríamos pasar el fin de año en un lugar confortable y de buen servicio pero la experiencia no fué lo esperado.

Entendemos que para estas fechas el personal de servicio incumple su contrato, pero deben existir estrategias y sobretodo planeación para mitigar esto y no ver tanta improvisación.",Negativos
"que llegamos a las 10:30 y pedimos si podíamos ingresar a las 12:00 pues a las 2:00 tenía una cita y no fue posible, nos dieron habitación a las 3:00 de la tarde",Negativos
"los teléfonos estaban malos , el asensor también , la comida pésima",Negativos
"Una de las principales razones por las que lo elegí fue porque tenía chimenea, que nunca funcionó, cuando lo exigí me dijeron que llevarían unos leños, llevaron 5 leños que pretendían cobrarme extra... dije que no lo haría porque era uno de los servicios incluidos en la tarifa, los llevaron pero nunca prendieron... así que nunca accedí a ella también decía incluía vino y minibar, y tampoco lo recibí",Negativos
"El tamaño de las habitaciones es pequeño y que sean totalmente cerradas son ventilación. La primera habitación tuvimos que pedir cambio porque olía espantoso. El transporte al aeropuerto tardó demasiado y nos enviaron con un conductor que nos pensaba cobrar, tocó pedirle que llamara a confirmar que el transporte estaba incluído.",Negativos
"Fueron un par de cosas. Primero nunca hubo toallas, estas se alquilan pero no tienen suficientes según ellos por qué no había ido la persona que lavaba. 
Por otro lado los camarotes en la parte de arriba son muy incómodos, el espacio es mínimo y aparte el material con el que son construidos muy débil, uno sentía que eso se iba a caer y no se podía uno mover nada nada por que incomodaba a la persona de abajo.",Negativos
"Me cobraron mucho más de lo que decía la app de Booking, supuestamente por ""cargos adicionales"", que me parecieron exagerados.",Negativos
"Sin iluminación natural o vista, No ofrece parqueadero, las instalaciones están deterioradas, el baño es demasiado pequeño",Negativos
"No tiene Wifi.
Solo se puede pagar en efectivo.
No había papel higiénico en el baño.
Mi espera para el Check-in fue de más de una hora.",Negativos
"El baño, no tenía ropero o closet, ni mesa para trabajar. No veo acorde la habitación con el precio.",Negativos
"La verdad el servicio, esperaba más por este precio, las camas , no me parece justo para la relación precio , no contar con room service, por el precio para el menú...",Negativos
"La puerta del baño estaba dañada, tenía una gotera, el agua de la ducha no salía caliente y la habitación se ve super diferente en fotos.",Negativos
La habitación estaba sobrevendida y simplemente me dijeron que no tenían habitaciones,Negativos
"La atención muy regular, el desayuno es bueno pero no tiene variedad, la habitación que reserve en un principio no fue la asignada.",Negativos
no me gusto que dice que tiene calefacción y caja fuerte y la verdad en los dos aptos en los que estuve no había y le pregunté al personal y me dijeron que no sabían,Negativos
"1. La actitud de los empleados no es la más cálida que pueda alguien sentir. 2. Durante tres noches 4 días, solo una “tarde” hicieron limpieza (el baño bastante incómodo se mojaba por todas partes), 3. La puerta de la habitación la encontré abierta un día, una camisa de hombre apareció sobre mi cama y no pude explicarme este hecho, 4. Bastante incómodo que la puerta del hotel permaneciera cerrada y algunas veces hubiera que esperar a la persona que tenía las llaves para salir/entrar",Negativos
"En el ingreso del check in, las personas de la recepción muy dispersos, pueden mejorar los tiempos de ingreso. 

En el cuarto había unas frutas de bienvenida, pasadas y con moho.",Negativos
"El hotel no se aseguró de informarnos sobre la cancelación que hicieron de nuestra estadía, no se nos informó la hora limite para realizar check in solo hasta que llegamos al lugar y no habían habitaciones disponibles afectando nuestro alojamiento en Bogotá ya que vivimos fuera de ella.",Negativos
No me gusto los alrededores del hospedaje. Me parecio inseguro y no muy agradable a la vista,Negativos
La habitación que nos proporcionaron quedaba ubicado a lado de un ducto de ventilación de un restaurante y por momentos se encendía lo que generaba un sonido constante y molesto. Le escribimos a la anfitriona pero no nos contestó nunca para darnos una posible solución.,Negativos
"La limpieza de la habitación no fue tan buena. Las sábanas tenían algunas manchas visibles, lo que fue bastante incómodo.",Negativos
"Las instalaciones muy deterioradas.
Mucho ruido en pasillos y habitaciones del lado",Negativos
"Las tarjetas estaban malas no abrían las habitaciones bajamos dos veces a recepción para arreglarlas, luego nos dijeron que el restaurante lo cerraban a las 10 y fuimos a las 9:30 y dijeron que ya habían cerrado, aunque nos atendieron, y al final le dijimos a la gente de recepción que nos pidiera un trasporte a las 12:30 dos veces y lo solicitaron para la 1.",Negativos
"las camas del segundo piso vibraban mucho, con los carros pesados y el transmilenio, parecía que estuviera temblando, no lo recomiendo para personas que tengan sueño liviano",Negativos
"Reducido el espacio, sin agua caliente, la llave del agua del baño mala se reportu y nunca la arreglaron",Negativos
"Casi no hay canales en el televisor 
El sector es más industrial",Negativos
"Las habitaciones son demasiado pequeñas y no tienen flujo de ventilación, hace un calor insoportable y los olores del baño no salen de ninguna manera. Al baño le faltó aseo.",Negativos
"Si quieres descansar esta no es una buena opción. , Dormir allí es imposible después de las 4:30 AM. Se escucha todo el ruido de la recepción, los empleados hablando, los huéspedes de otras habitaciones, se escucha cada vez que abren una llave de agua o vacían los baños. Nunca estuve en un lugar donde se escucharan cosas así (el ruido es muy intenso). La limpieza es algo que también deben mejorar. Definitivamente, es mejor que busques otro lugar.",Negativos
"Deben mejorar el desayuno, o en un eventual caso no ofrecerlo.",Negativos
"1.se. reserva a un precio y al momento de pagar le cambian el valor 
2. las habitaciones son muy pequeñas y los colchones en mal estado 
3. no hay wifi ni televisión.
no recomendable para ser un hospedaje de ese costo",Negativos
"Se escucha mucho ruido de la calle por estar ubicado en una vía principal. El baño tenía mal olor todo el tiempo y se trasladaba a la habitación, informamos y no hicieron nada para solucionar.",Negativos
"Que no nos avisaran que no tenían la piscina disponible ya que andábamos con niños, y que en la reserva no nos dijeron qje no tenia desayuno de resto todo super.",Negativos
"Nos cobraron una tarifa de iva diferente al selañada en la página , los precios en la página no tienen iva",Negativos
"No había toallas en la habitación nos tocó pedirlas, no tienen parqueadero disponible",Negativos
"El servicio es una estafa, no te entregan elementos de aseo, ni toallas y mucho menos sábanas. Después de que te instalas empiezan a cobrarte cada cosa por aparte.",Negativos
"Llegue por motivos de trabajo con urgencia a hospedarme cerca de las 11pm de la noche, y solo hasta ese momento sin notificación previa, me dijeron que no podían hospedarme por un daño ene l hotel. Lo curioso es que habían personas hospedadas ahí e ingresando sin problema alguno. simplemente no respetaron la reserva mía",Negativos
"It takes about 5 minutes to get hot water running and when you are trying to take a quick shower, it’s a nightmare, plus the amount of water being wasted is ridiculous. Something the hotel and Booking.com should encourage is saving water not wasting it.",Negativos
"Hice la reserva por Booking y el cobro era de $87.900, luego me salen cobrando un nuevo pago de $105.885, y estando en el último día me realizaron un nuevo cobro de $16.700. Por favor validen por qué me parece horrible que me hayan cobrado más de dos veces.",Negativos
"El hotel como tal estaba un poco deteriorado. Al llegar nos dimos cuenta que estaba en una ubicación privilegiada, pero era la llamada esquina de los mariachis, es decir, empezaban a cantar de la nada y a altas horas de la noche por lo que hacían mucho ruido y no dejaban dormir.",Negativos
"1. No hay quien entregué las habitaciones y le diga a la persona cuenta con esto en fin.
2. Al llegar a la habitación toda súper sucia las paredes, las sábanas súper sucias.
3. Me hacen cambio de habitación pero sin control.",Negativos
El precio que aparece en la aplicación no es el que te cobran en el establecimiento,Negativos
"Me cobraron 80.000 por dos cenas las cuales llegaron frías, me dijieron
Que iba con cerveza cotiza y me llegaron con dos cervezas club colombia, la habitación había humedad por todos lados fuera de eso la cartina se cayó, alquile el sitio para un aniversario pero fue pésimo todo",Negativos
Tener que llegar a hospedarme y esperar más de 20 minutos para que me atendieran,Negativos
"las camas estaban sucias , no cambiaron el tendido , me parece fatal y antihigiénico ,al igual la ducha solo salió agua fría , terrible . no hay quien nos ayudara con las maletas, la atención de la recepcionista muy básica .",Negativos
Anuncian que tienen parqueadero pero no hay en el edificio. Tienen un acuerdo con otro hotel que está a 10 minutos de camino,Negativos
"Primero nos dieron una habitación que tenía mal olor, la calidad de atención fue mala, la puerta no cerraba, no contaba con zonas húmedas",Negativos
"No respetan las reservas echas por la aplicación.,, que mal eso
Va uno confiado y salen con cuentos raros",Negativos
"El olor a cigarro era impresionante, deberían tener más control sobre eso, adicional música que no permite descansar, y el aseo en la habitación muy regular, ya que las sábanas estaba llenas de cabellos",Negativos
"definitivamente es la ultima vez que me hospedo en el hotel , lamentablemente las camas durísimas para mi gusto , un ruido impresionante desde las 4am de los empleados no pude dormir bien ningún día . esa comida puesta durante casi todo el día en el lobby es un desastre se pasa todo a comida y me parece muy desagradable la comida casi toda expuesta horrible , se escucha mucho ruido . y me parece que es muy encerrado que no hay suficiente ventilación ! .",Negativos
"Las almohadas, las plumas estan viejas, entonces se sienten tiesas. Las habitaciones son muy oscuras y pequeñas. No hay donde colgar topa mojada.",Negativos
La habitación no estaba aseada: había paquetes de comida en el suelo,Negativos
"The room was unpleasant.
The door wouldn't lock so they had to get someone to come and fix it.
The sauna was ""closed for maintenance""
There were building works happening outside our window which were incredibly loud. The bathroom window wouldn't close, making it even louder.",Negativos
"enseguida hay una discoteca y no dejan dormir ruido casi toda la noche y falto mas mantenimiento a los 
baños",Negativos
"ruido, es una pension de inmigrantes ruidosos, con drogas y musica a todo volumem",Negativos
"una farsa de hotel, ofrecen la habitación con jaquzzi el cual no tiene. 
un turco frío, de spa no tiene nada parecido.
el personal demasiado grosero.
Cero recomendado! por ese precio se consiguen mejores ofertas.",Negativos
"Al llegar el hotel tenía fallas con servicios básicos y aún así se pagó tarifa completa, la recepción nos dio la opción de irnos a otro lado sin embargo por temas de movilidad y tiempo tuvimos que quedarnos. La habitación es pequeña, solo nos dieron una toalla y al pedir otra no tenían disponibilidad y casi no logran conseguirla. En temas de servicio aunque son amables no se sintió esmero por una atención memorable.",Negativos
el desayuno muy basico sin muchas opciones ---- los implementos de aseo por ejemplo el papel higienico solo colocaron uno en la habitacion,Negativos
"Es un espacio muy pequeño aunque bien distribuido, la cercania con las otras habitaciones impide el descanso. Al lado de la que me fue asignada, habia un grupo de personas haciendo ruido hasta la madrugada. Hicieron todo el ruido las dos noches hasta pasadas las 2 de la madrugada, asi es que el trasnocho fue evidente. Una muy mala experiencia que no haya control con estos huéspedes irrespetuosos.",Negativos
"Habian pelos en la ducha, de una habitación a otra se escucha todo, cuando el del lado entra al baño, cuando abre la llave del lavamanos, de la ducha, cuando prende el televisión, todooooo. A la madrugada llegó un grupo de muchachos con música, con ruido, llame a recepción y nunca subieron, por el contrario hubo más ruido hasta la mañana. Cuando baje a recepción a preguntar porque no habían subido la respuesta es que no tenian notificación de lo sucedido. Por Diosssss.
El desayuno muyyyyyyyyy regular.",Negativos
"La publicidad en la plataforma es un absoluto fraude. No corresponde con lo que realmente tienen: habitación lúgubre, colchones y ropa de cama en mal estado, ventana rota por la que se cuela el frío, sin mantas necesarias, pésima atención del personal y sin siquiera la posibilidad de reintegro de dinero a pesar del evidente incumplimiento de las condiciones ofertadas. Me siento estafada",Negativos
"En las ventanas tienen instalada una especie de voladizo en zinc, y cuando llueve el agua pega en ella y hace mucho ruido. No pudimos dormir una noche por este tema.",Negativos
"No tiene un diseño acústico debido, se escucha TODO lo qué pasa en las habitaciones de al lado.",Negativos
"NO EMITEN FACTURA
LA FACTURA AUN NO LLEGA
SE LES ESCRIBE AL CORREO Y LA FACTURA NO LLEGA
ESTO ES ENMPRESA Y LA FACTURA ES INDISPENSABLE
SOLO POR ESA RAZON NO SE PUEDE UTILIZAR EL HOTEL",Negativos
"Que mientras estuve haciendo mis asuntos entraron a mi cuarto, tocaron mis pertenencias, mi ropa estaba en otro lugar al que yo lo habia dejado y perdí una pertenencia.

Falta de respeto.",Negativos
"No hicieron limpieza del cuarto. Lo solicite y cuando regrese al cuarto, no lo hicieron.",Negativos
"La habitación no tenía las características descritas en booking, no minibar, nos tuvieron que cambiar de pieza porque el sanitario no bajaba y no tenía agua caliente. Habitaciones demasiado pequeñas para el precio que pagué",Negativos
"el ruido de la calle era impresionante, no habían vidrios antiruido",Negativos
"PEDI UNA ENSALADA AL RESTAURANTE Y NUNCA LLEGO LLAME COMO A LOS 40 MINUTOS Y ME DIJERON QUE NO HABIAN LOS INGREDIENTES. PERO NO TUVIERON LA CORTESIA DE AVISARME QUE NO HABIA ENSALADA.
NO HABIA BOTONES ME TOCO BAJAR SOLA DESDE LA HABITACION CON VARIAS MALETAS. ESPERO PUEDAN MEJORAR",Negativos
"Las instalaciones impecables aseadas y cómodas, sin embargo mi habitación personalmente le faltan ciertos arreglos para ser excelente, está muy bien el hotel pero pensé que las instalaciones serían mejores teniendo en cuenta las fotos. No fue lo que esperaba.",Negativos
"La habitación no estaba completamente limpia, cabellos en la cama y la caneca del baño sucia.",Negativos
"El desayuno no es variado el sabor no es bueno, todas las solicitudes que uno hace, la respuesta es no. La habitacion y el baño son pequeños. Poca iluminacion estaba dañada la persiana y tocaba amarrarla para poder subirla.",Negativos
"No me gustó por qué fui a desayunar y mi acompañante tomó un desayuno completo, pero yo solo tomé dos pedacitos (literal) de piña y un pedacito de papaya no tomé nada más y cobraron 42 mil pesos, me parece absurdo ..",Negativos
"No cumplen con horario de bar restaurante en la noche 
Las llaves electrónicas de habitación no funcionan constantemente",Negativos
"la ubicacion de la habitación, pedí el cambio y no quisieron no pude descansar bien",Negativos
"Revendieron mi habitación, me prestaron un baño lleno de popo, el personal poco amable e incapaz",Negativos
"La limpieza de las sabana. Baje a que me vendieran o prestaran cubiertos, no lo hicieron y tuve que salir a buscar afuera.",Negativos
"La limpieza que le realizan a la habitación, el jabon, el jabón de manos es rendido con agua, la ducha no funciona muy bien para agua caliente",Negativos
"que no hay minibar ni agua, que la llave de la habitacion no sirve, nos quedamos encerrados en ascensor y escaleras. Me hackearon la tarjeta credito y me quisieron estafar",Negativos
"el desayuno no es nada variado y no son muy flexibles si uno tiene una dieta diferente. incluso me dijeron que yo tendría que comprar las cosas que ellos no tuvieran. adicionalmente, los pedidos que hacía a la habitación aunque llegaban, llegaban mal.",Negativos
Nos sacaron de las salas de trabajo y me rayaron el carro en el parqueadero,Negativos
"Riesenkrach in Nachbarwohnung bis 03:00 (a.m.), obwohl es sogar versprochen wurde, dass es keine Lärm gäbe, da dies verboten sei. Wir durften nicht Besuch empfangen. Lärm wurde mehrfach reklamiert, aber es geschah nichts. Aufforderung, einer Teilrückerstattung wurde nicht nachgekommen. 
Gran accidente en el apartamento vecino hasta las 03:00 (a.m.), aunque incluso se prometió que no habría ruido, ya que esto estaba prohibido. No se nos permitió recibir visitas. Se quejó de ruido varias veces, pero no pasó nada. Solicitud, no se cumplió con un reembolso parcial.

""Hola, no sé si ya te ha informado el guardia de seguridad. Anoche estuvo en el departamento 617 hasta las 3:00 a.m. mucho ruido (fiesta, música, gritos). Me volví hacia el guardia de seguridad, quien lamentablemente no pudo mantener las cosas en silencio incluso después de más de una hora y tres llamadas. Traté de comunicarme contigo también, desafortunadamente sin éxito. 
Según información después de la quinta llamada al guardia de seguridad, me dijo que habían llamado a la policía y después de eso todo estaba en silencio. Nos dijeron que estaría tranquilo en el edificio a partir de las 10 de la noche, lo que lamentablemente no fue el caso en absoluto. Espero el reembolso del costo de esa noche.""",Negativos
"La cama se veía como manchada, debajo de las cobijas encontramos cabello, nos dio la sensación de que no habían cambiado las sábanas después de que se fueran los últimos huéspedes. Cuándo llegamos, el taxista se equivoco y noa dejó en otra sede del mismo hotel. Siendo la 1:00 am. La persona que nos atendió no fue capaz de hacernos pasar y colaborarnos pidiendo un taxi, a esa hora nos tocó tomar un taxi que estaba pasando. Nos pareció muy desatento por parte de la señora que nos atendió. De resto. El personal fue amable.",Negativos
"El hotel está ubicado en una vía principal, se escuchaba mucho el sonido de los carros y cuándo pasaban vehículos pesados se sentía movimiento en la habitación.
La alfombra en el pasillo estaba mancha y espelía un olor peculiar",Negativos
"The room's shower was not properly working. Was moved to another room, but was way smaller than the first one.",Negativos
"Cuando llegamos, no tenían una de las habitaciones lista, toco esperar media hora que la desocuparan, me parece el colmo ya que se había separado con dinero desde el día anterior. Mala actitud de la persona de la recepción después de hacer el reclamo",Negativos
"No me pude hospedar por no tener el pasaporte a la mano, teniendo cédula legal vigente!",Negativos
"mal servicio. me quede hace 6 meses en una habitación en el primer hotel por un precio asequible. seis meses después vuelvo y la tarifa ha subido lo cual es comprensible pero me ubican en el otro hotel de pésimas instalaciones , con olores raros, habitaciones demasiado calientes inclusive para Bogotá y con un ruido toda la noche como de un compresor que no dejo dormir. habitación s 251. pensé yo que como siempre reservé el el primer hotel pero me mandaron para el regular quien sabe porqué",Negativos
Se deja llaves del cuarto en recepción para que se le haga su debido aseo a la habitación y después de 4 horas vuelvo y cuarto estaba sin hacer aseo y sin toallas,Negativos
deben mejorar la limpieza de la habitación y la cama estaba muy desnivelada... para lo cual realice la sugerencia,Negativos
"Todo, me quede xq era tarde y ya estaba super cansado del viaje. Booking debería inspeccionar los hoteles antes de ofrecerlos",Negativos
"muy regular el aseo y el blackout de la habitación estaba muy dañado, les pedimos cambio de habitación y no lo hicieron",Negativos
"It was plenry of noise at night, near the hotel there was a bar / disco wirh hight volume music. I didnt sleep well",Negativos
"La ubicación de la habitación literalmente al lado de la recepción, que clase de tranquilidad y confort brinda? si se escucha cada vez que el señor de la recepción habla, se escucha cada vez que abren una nevera qué hay ahí. Por ende decidí no quedarme, demasiado incómodo eso, se pierde privacidad y no se puede descansar que era lo que buscaba.",Negativos
"Tener en cuenta las sugerencias de los huéspedes, y validar que la habitación cuente con sus implementos y no que el huésped tenga que estar pidiendolos",Negativos
"Con respecto a la limpieza, se nota que es difícil controlar el aseo de baños compartidos en uso constante, sin embargo se mantuvieron decentemente aseados durante mi estancia. Por último, no me gustó la calidad de la toalla y la almohada, pero por el precio, es justo. No probé el desayuno.",Negativos
"Demasiado ruido tanto de los huéspedes de las demás habitaciones como desde afuera.
No hay parqueadero y encontrar un parking público por más de 12 horas es difícil y bastante costoso",Negativos
"exceso de ruido en las noches, muchas discotecas al frente y el tráfico es desagradable para llegar y salir del hotel. 
basureros oxidados, le falta mantenimiento al hotel. No me volvería a hospedar aquí.",Negativos
El desayuno no lo incluyen en la factura por hacer reserva con booking. Pague unas bebidas y al momento hace checkout aparecían pendientes por pago,Negativos
"Cuando llegué al hotel a la media noche después de un largo viaje me informan que no tenia una reserva muy a pesar de contar con un número de reserva y confirmación recibida en mi correo electrónico..

Sin obtener, una solución o respuesta de fondo por parte del personal.",Negativos
el bañado dañado y el parqueadero el carro queda afuera eso no da seguridad no tenías toallas los baños,Negativos
Se escuchaba demasiado ruido dentro del hotel de personas quedándose allí y del personal del hotel,Negativos
"El desayuno fue lo peor, esas fotos que muestran en le sitio web sobre el desayuno, jugo de naranja, frutas abundantes, son mentiras, no había casi nada, no había frutas, no había mantequilla, tuve que decirle a la recepcionista que mandara a comprar la mantequilla, pedi unos huevos sin nada y me los trajeron con jamón, al parecer ya estaban hechos los huevos y no te hacen nada personalizado. el restaurante es demasiado pequeño y no cabe mucha gente. El recibimiento de las niñas en la recepción fue muy frío, muy despotas. No vuelvo a ese hotel. Pedí una alcoba del lado opuesto de la calle para no escuchar ruido y sin verificar me dijeron que NO. Había poco jabón para uno bañarse",Negativos
"Nada me gustó. Todo estaba mal con ese hotel, y carisimo para lo que era.",Negativos
"It doesn't shows any warnings before reserving that it trembles quite often, and mostly all the time because it's next to the road, if feels like a constant earthquake. 
There was no breakfast and the hotel doesn't have any restaurant.",Negativos
"Que no tenia la habitación las toallas completas para los huéspedes, las pedí en recepción y nunca llegaron.",Negativos
"Estaban haciendo arreglos locativos y tenía mucho polvo y un olor feo. Adicionalmente, las habitaciones tienen muy mala ventilación, por la que se acumuló ese olor y el calor. Como sugerencia, sería estipular cualquier tipo de ventilación. Muy mala experiencia.",Negativos
"Considero que falta una mejor atención, el lugar no era muy limpio, falta aseo y orden, nos faltaron cobijas porque no habían (nosotros llevábamos una) tampoco nos dieron nunca el control del tv, la basura la sacabamos porque no había un lugar donde depositarla. Faltan cortinas porque entra toda la luz y se ve todo, un poco deteriorada la habitación... Pero en general bien, tampoco pasábamos mucho tiempo, solo íbamos a dormír. Para el precio puede ser mejor, pero cumplió con el propósito que teníamos únicamente de pasar la noche.",Negativos
"Demasiado ruido en ls noches, lo que hace imposible descansar tranquilo. Las voces de otras personas entrando toda la noche y al desayuno en la mañana no dejan dormir. Las tres noches que pernocté tuvieron el mismo problema y aclaró que no soy una persona de sueño muy liviano.",Negativos
"Mucha bulla entre habitaciones y pasillo, sobre todo el personal de limpieza",Negativos
"Que te llamen temprano, mucho antes del check out (3 horas antes) para preguntar si va a seguir otra noche o sí ya se va.",Negativos
"En mi habitación se oía todo el ruido del pasillo :(
Eso menguó bastante la experiencia",Negativos
"La dispocicion del personal a prestarte o soluciones es nula, hago mi comentario basado en mi hora de ingreso 12:00am depronto es algo solo ligado a ese horario.",Negativos
"Mala comunicación entre el administrador y la señores de servicios generales. Las señoras preguntaban cosas que ya se había acordado internamente con el administrador, el deber era que el que se la informara inmediatamente. También, hubo mucha demora en el servicio dwl
Hotel al aeropuerto en el trayecto de regreso por casi media hora, lo cual pudo haber puesto en riesgo mi itinerario de viaje.",Negativos
"La habitación no tenía ventilación y una de las paredes tenía mucho calor y la habitación parecía un sauna, no fue nada cómodo estar ahí, habítacion 707",Negativos
"La limpieza podría mejorar, el piso estaba sucio lleno de pelos.",Negativos
